age,gender,city,role,seniority,code_language,years_experience,company_size,salary_2020,salary_2019,covid_redundancy
28,Female,Amsterdam,Program Manager,Senior,Management,10,1000+,86,75,0
36,Male,Berlin,Researcher,Middle,C++,4,up to 10,40,37,0
30,Female,Berlin,Software Engineer,Middle,Python,4,1000+,56,55,0
29,Male,Stuttgart,Software Engineer,Middle,C++,7,51-100,70,70,0
32,Female,Berlin,QA Engineer,Middle,Java,10,1000+,68,62,0
34,Male,Berlin,QA Engineer,Senior,JS,10,1000+,70,65,0
40,Male,Berlin,Engineering manager,Executive,Python,15,1000+,80,65,0
35,Male,Berlin,Software Engineer,Lead,C++,15,1000+,77,77,0
31,Male,Berlin,Software Engineer,Senior,"Java, Kotlin",8,1000+,77,72,0
38,Male,Berlin,Data Scientist,Senior,Python,15,11-50,56,56,0
39,Male,Hamburg,Data Scientist,Senior,R,10,1000+,80,80,0
35,Male,Berlin,Backend Developer,Senior,Nodejs,13,up to 10,90,82,0
36,Male,Berlin,Engineering Manager,Executive,C++,18,1000+,98,98,0
41,Male,Berlin,Backend Developer,Senior,Python,20,1000+,93,88,0
41,Male,Berlin,Software Engineer,Lead,PHP,18,51-100,100,80,0
33,Male,Berlin,Software Engineer,Lead,javascript,10,101-1000,75,70,0
31,Male,Munich,Software Engineer,Middle,JavaScript,3,51-100,63,50.4,0
34,Male,Berlin,QA Engineer,Lead,Java,10,101-1000,85,73,0
45,Male,Berlin,Backend Developer,Senior,PHP,30,11-50,55,55,0
37,Male,Berlin,Embedded Software Engineer,Senior,C/C++,15,1000+,78,78,0
31,Male,Berlin,Software Engineer,Lead,javascript,9,101-1000,99,89,0
32,Male,Amsterdam,Backend Developer,Senior,Golang,15,11-50,90,90,0
45,Female,Berlin,Product Manager,Lead,Java,15,11-50,52,52,0
36,Male,Berlin,Backend Developer,Middle,JS,14,101-1000,75,73.5,0
40,Male,Karlsruhe,Team Manager,Lead,C#,20,1000+,85,80,0
35,Male,Frankfurt,Backend Developer,Senior,C,15,51-100,63,63,0
37,Male,Berlin,Backend Developer,Senior,Java,12,101-1000,102,78,0
33,Male,Berlin,Software Engineer,Lead,C/C++,10,1000+,95,75,0
33,Male,Berlin,Backend Developer,Senior,Java,13,101-1000,78.6,78.6,0
31,Male,Berlin,Software Engineer,Middle,Java,4,1000+,67,50,0
28,Male,Wolfsburg,Software Engineer,Middle,Java,3,101-1000,42,42,0
31,Male,Boeblingen,QA Engineer,Senior,Python,6,1000+,53,53,0
40,Male,Cupertino,Software Engineer,Lead,Swift,20,1000+,250,230,0
25,Female,Frankfurt,Software Engineer,Middle,Java,3,1000+,53,48,0
35,Male,Berlin,Data Analyst,Senior,Python,9,101-1000,77,70,0
35,Male,Berlin,Software Engineer,Senior,.net,15,11-50,80,67,0
41,Male,Berlin,DevOps,Senior,"Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts",20,1000+,58.8,56.4,0
33,Male,Berlin,DevOps,Senior,AWS,8,1000+,75,72.5,0
33,Male,Berlin,Data Engineer,Senior,Python,13,101-1000,85,75,0
38,Male,Munich,Software Engineer,Senior,Java,15,11-50,70,70,0
35,Male,Berlin,Software Engineer,Senior,php,10,up to 10,78,78,0
36,Female,Berlin,Data Scientist,Senior,Python,5,51-100,75,75,0
49,Male,Munich,Software Engineer,Senior,Java,27,101-1000,57,57,0
32,Male,Berlin,Software Engineer,Lead,TypeScript,10,1000+,120,90,1
32,Female,Berlin,Software Engineer,Lead,Java,6,101-1000,75,75,0
27,Female,Berlin,Data Analyst,Middle,"Python, SQL",1,1000+,63,42,0
31,Male,Paris,Mobile Developer,Senior,Swift,8,101-1000,60,60,0
28,Male,Cologne,Backend Developer,Middle,Java,4,101-1000,44,44,0
28,Female,Berlin,Frontend Developer,Middle,JavaScript,3,101-1000,54.5,52,0
27,Male,Berlin,Software Engineer,Lead,DWH,2,1000+,90,97,0
29,Male,Berlin,Frontend Developer,Executive,JavaScript,8,1000+,82.5,65,0
32,Female,Munich,Data Engineer,Middle,Python,10,11-50,75,70,1
28,Male,Berlin,QA Engineer,Middle,QA,5,101-1000,60,58,0
38,Male,Dublin,Mobile Developer,Senior,Swift,16,101-1000,85,85,0
29,Male,Berlin,Data Engineer,Middle,Azure,3,1000+,54,45,0
30,Male,Stockholm,Backend Developer,Senior,C++,7,1000+,65,60,0
37,Male,Berlin,Mobile Developer,Senior,iOS,16,101-1000,65,55,0
32,Male,Amsterdam,Mobile Developer,Senior,Kotlin,13,1000+,85,80,0
30,Male,Berlin,Software Engineer,Senior,Java,7,1000+,86,82.6,0
30,Male,Berlin,Software Engineer,Senior,JS,8,51-100,60,60,0
32,Male,Berlin,QA Engineer,Senior,js,10,1000+,81,81,0
32,Male,Cologne,DevOps,Middle,k8s,7,101-1000,60,70,1
34,Male,Munich,Software Engineer,Senior,Java,12,101-1000,74,69,0
43,Male,Cologne,Backend Developer,Senior,Php,10,101-1000,57.6,57.6,0
33,Male,Munich,Software Engineer,Senior,Java,13,101-1000,70,64,0
28,Female,Munich,QA Engineer,Senior,Kotlin,8,101-1000,75,64,0
33,Male,Munich,Software Engineer,Lead,"Frontend: react, node.js",11,1000+,90,75,0
51,Male,Berlin,Software Engineer,Senior,"VB, RPA, Python",30,1000+,60,50,0
35,Male,Berlin,Software Engineer,Senior,Go,8,1000+,90,85,0
25,Male,Berlin,Mobile Developer,Middle,"Swift, Objective-C, iOS",2,1000+,44,43,0
25,Female,Hamburg,working student (QA),Other,Ruby,1,1000+,12,12,0
32,Male,Berlin,Backend Developer,Lead,Ruby,10,51-100,80,68.5,0
32,Male,Berlin,Software Engineer,Lead,Embedded,9,101-1000,73,65,0
26,Male,Berlin,Architect,Executive,Go,9,1000+,120,95,1
25,Male,Berlin,Software Engineer,Senior,JavaScript / TypeScript,6,1000+,71.75,66,0
27,Female,Berlin,Backend Developer,Middle,Kotlin,5,51-100,65,52,0
28,Male,Frankfurt,Frontend Developer,Senior,Javascript,7,11-50,80,76,0
28,Male,Karlsruhe,Backend Developer,Senior,Java,7,1000+,66,66,0
35,Male,Konstanz,Data Scientist,Middle,python,10,51-100,65,65,0
38,Male,Berlin,Head of Engineering,Executive,Java,20,1000+,130,130,1
31,Female,Ulm,QA Engineer,Middle,Java,8,101-1000,45,39,0
43,Male,Stuttgart,SAP Consultant,Senior,SAP / ABAP,20,1000+,82,82,0
38,Male,Berlin,Data Scientist,Executive,Python,15,101-1000,100,80,0
35,Male,Munich,DevOps,Lead,Kubrrnetes,17,1000+,72,72.5,0
37,Male,Berlin,Mobile Developer,Senior,Swift,17,1000+,77,71,0
30,Male,Stuttgart,Software Engineer,Middle,C++,8,101-1000,71,69,0
29,Male,Berlin,Mobile Developer,Senior,iOS,5,101-1000,65,58,0
41,Male,Berlin,Software Engineer,Senior,JavaScript,18,up to 10,120,92,0
38,Male,Stuttgart,Backend Developer,Middle,PHP,4,up to 10,43,43,0
35,Male,Berlin,QA Engineer,Senior,JS,12,101-1000,63,56,1
41,Male,Munich,Software Engineer,Senior,Java,19,101-1000,75,73,0
29,Male,Barcelona,Data Scientist,Junior,Python,0,51-100,22,11,0
26,Female,Dusseldorf,BI Consultant SAP/ Data Engineer,Middle,ABAP,5,up to 10,65,46,0
35,Female,Munich,Backend Developer,Middle,PHP,4,101-1000,51,47,0
32,Male,Berlin,Frontend Developer,Senior,JavaScript,13,11-50,70,65,0
33,Male,Dusseldorf,Data Scientist,Lead,Spark,2,1000+,70,60,0
26,Male,Berlin,Data Engineer,Middle,Scala,4,11-50,51,46,0
43,Male,Berlin,Engineering Manager,Lead,Java,20,1000+,105,105,0
35,Female,Frankfurt,Software Engineer,Junior,ABAP,1,51-100,50,50,0
28,Male,Munich,Frontend Developer,Middle,JavaScript,5,11-50,72,62,0
36,Male,Berlin,Backend Developer,Middle,Java,4,101-1000,55,55,0
38,Male,Berlin,Backend Developer,Middle,Java,5,101-1000,66,60,0
30,Male,Berlin,Frontend Developer,Senior,Javascript,6,1000+,79,77,0
42,Female,Berlin,QA Engineer,Middle,"JS, WDIO",10,11-50,42,32,0
30,Male,Berlin,Backend Developer,Middle,Python,8,1000+,74,72,0
28,Male,Berlin,Backend Developer,Lead,Ruby,8,51-100,67,62,0
32,Female,Berlin,DevOps,Middle,"Terraform, Kubernetes, AWS, GCP, Ansible, Puppet",9,101-1000,74,65,0
35,Male,Berlin,Software Engineer,Lead,TypeScript,13,101-1000,103,92,0
33,Male,Berlin,Frontend Developer,Senior,JS,10,101-1000,74,66,0
25,Male,Berlin,Backend Developer,Senior,Go,6,101-1000,86,80,0
42,Female,Berlin,QA Engineer,Middle,Java,5,51-100,46,46,0
40,Male,Berlin,Backend Developer,Lead,Spring,14,101-1000,135,65,0
39,Male,Cologne,Teamlead,Executive,PHP,12,up to 10,75,75,0
24,Male,Berlin,Software Engineer,Junior,Javascript,2,1000+,50,35,0
24,Female,Prague,Software Engineer,Middle,Java,3,11-50,29,23,0
39,Male,Berlin,Engineering Manager,Lead,Java,15,101-1000,78,78,0
33,Male,Amsterdam,Backend Developer,Senior,C#,8,11-50,75,56,0
29,Female,Berlin,Software Engineer,Middle,PHP,5,11-50,55,47,0
32,Male,Prague,Software Engineer,Senior,"C, C++",8,1000+,36,26,0
30,Male,Berlin,Backend Developer,Executive,Java,9,51-100,85,80,0
31,Male,Berlin,ML Engineer,Middle,Python,7,1000+,80,65,0
33,Male,Berlin,Mobile Developer,Senior,swift,8,1000+,75,75,0
31,Female,Berlin,Software Engineer,Junior,React,1,1000+,57,54,0
36,Male,Frankfurt,Software Engineer,Middle,.Net,16,51-100,65,65,0
39,Male,Berlin,Software Engineer,Senior,Golang,19,11-50,87,82,0
34,Male,Berlin,Data Scientist,Senior,python,6,1000+,80,76,0
26,Male,Berlin,Data Scientist,Middle,Python,4,1000+,60,60,0
31,Male,Berlin,Software Engineer,Senior,Java,12,1000+,60,55,0
33,Male,Berlin,Software Engineer,Senior,Python,10,1000+,80,70,0
28,Male,Berlin,Data Engineer,Middle,Python,6,1000+,83,75,0
35,Male,Düsseldorf,Data Scientist,Middle,Python,3,51-100,68,60,0
35,Male,Berlin,Consultant,Senior,Python,16,1000+,100,100,0
38,Male,Berlin,Software Engineer,Senior,Go,15,101-1000,75,73,0
28,Male,Berlin,Fullstack Developer,Senior,JavaScript,6,11-50,75,60,0
32,Male,Berlin,Senior Data Engineer,Senior,Python,9,51-100,90,85,0
31,Male,Minsk,Frontend Developer,Senior,TypeScript/Angular,6,11-50,110,90,0
33,Male,Berlin,Software Engineer,Senior,golang,10,101-1000,110,110,0
30,Male,Berlin,QA Engineer,Senior,Python,8,51-100,68,66,0
37,Male,Munich,Software Engineer,Senior,C#,15,51-100,80,65,1
42,Male,Berlin,Software Engineer,Senior,PHP,20,101-1000,65,63,0
31,Male,Nuremberg,QA Engineer,Middle,Java,9,1000+,60,57,0
34,Female,Berlin,QA Engineer,Senior,Python,NA,1000+,60,36,0
35,Male,Berlin,Engineering Manager,Lead,Go,20,11-50,85,75,0
37,Male,Berlin,Software Engineer,Senior,Python,11,101-1000,73,67,0
37,Male,Berlin,Backend Developer,Lead,Kotlin/PHP,12,11-50,90,84,0
34,Male,Berlin,Mobile Developer,Senior,iOS,9,1000+,80,67,0
33,Female,Berlin,Data Scientist,Senior,Python,8,1000+,77,70,0
26,Female,Moscow,Frontend Developer,Senior,JavaScript,6,101-1000,33,27,0
46,Male,Stuttgart,Software Engineer,Middle,C++,13,1000+,70,68,0
34,Male,Berlin,Lead Software Developer,Lead,C#,13,51-100,65,65,0
35,Male,Berlin,Software Engineer,Senior,Java,15,11-50,85,85,0
31,Male,Berlin,Software Engineer,Lead,python,7,1000+,80,85,1
24,Male,Berlin,Software Engineer,Junior,Java,2,up to 10,60,60,0
28,Male,Berlin,Data Engineer,Senior,Python,7,101-1000,90,75,0
30,Male,Hannover,Software Engineer,Middle,Python,5,up to 10,45,45,0
37,Male,Walldorf,ML Engineer,Lead,Python,15,1000+,80,75,0
39,Male,Munich,Software Engineer,Senior,Python,8,1000+,130,125,0
26,Female,Berlin,Tech recruiting,Middle,JS,NA,101-1000,40,33,0
30,Male,Hamburg,Data Scientist,Executive,Python,5,11-50,80,70,0
44,Male,Frankfurt,Software Engineer,Senior,SAP ABAP,10,101-1000,75,73,0
26,Male,Munich,ML Engineer,Senior,Spark,5,up to 10,180,190,0
26,Male,Eindhoven,ML Engineer,Middle,Python,3,101-1000,48,42,0
38,Female,Regensburg,ML Engineer,Middle,Python,3,1000+,65,60,1
28,Male,Frankfurt,Mobile Developer,Senior,Swift,5,11-50,50,50,0
30,Female,Berlin,ML Engineer,Middle,pythin,5,11-50,51,46,0
28,Male,"Warsaw, Poland",Software Engineer,Middle,C#,6,51-100,52.8,47.5,0
29,Male,Munich,Data Scientist,Middle,Python,4,11-50,61.5,53,0
29,Male,Munich,Software Engineer,Middle,R,4,1000+,78,78,0
27,Female,Berlin,Backend Developer,Junior,Java,1,101-1000,42,42,0
36,Male,Berlin,CTO,Executive,Java & PHP,NA,101-1000,150,120,0
37,Male,Munich,Software Engineer,Executive,Typescript,14,up to 10,84,84,0
35,Male,Berlin,Data Analyst,Middle,R,5,101-1000,49,48,0
36,Male,Berlin,Backend Developer,Senior,Java,5,101-1000,70,60,0
33,Male,Munich,Backend Developer,Senior,Java,10,11-50,70,70,0
30,Male,Berlin,Software Engineer,Lead,Frontend,10,1000+,115,100,0
35,Female,Berlin,Frontend Developer,Junior,React,2,101-1000,40,38,0
36,Male,Frankfurt,Software Engineer,Senior,C++/c,14,1000+,81.5,78.5,0
34,Male,Berlin,BI Developer / Data Engineer,Senior,SQL,10,101-1000,75,65,0
34,Male,Berlin,DevOps,Lead,Kubernetes,12,1000+,94,92,0
31,Male,Munich,ML Engineer,Senior,Python,4,1000+,100,86,0
33,Male,Frankfurt,Software Engineer,Senior,C#,8,11-50,67,63.5,0
31,Male,Berlin,Backend Developer,Senior,Python,5,1000+,77,60,0
33,Male,Heilbronn,Senior Scrum Master (RTE),Lead,C++,7,1000+,90,104,0
31,Male,Berlin,Backend Developer,Senior,"Grails, Groovy",9,101-1000,67.473,63,0
30,Male,Berlin,Head of BI,Executive,Python,7,101-1000,100,100,0
32,Female,Berlin,QA Engineer,Lead,Java,10,1000+,65,55,0
34,Male,Berlin,Software Engineer,Lead,Ruby,16,101-1000,91,91,0
35,Male,Berlin,Data Scientist,Middle,C++,15,101-1000,60,60,0
33,Male,Munich,SRE,Senior,PHP,10,1000+,79,75,0
39,Male,Düsseldorf,Technical project manager,Senior,PHP,12,1000+,65,58,0
25,Female,Berlin,support engineer,Middle,python,2,1000+,45,12,1
34,Male,Munich,Frontend Developer,Middle,JavaScript,4,101-1000,66,66,0
38,Male,Berlin,Backend Developer,Senior,Perl,8,1000+,64,64,0
34,Male,Munich,Backend Developer,Lead,Java,13,11-50,105,70,0
36,Male,Dortmund,Software Engineer,Senior,kotlin,8,1000+,83,81,0
30,Female,Munich,Software Engineer,Senior,Java,8,1000+,52,52,0
27,Male,Berlin,Data Engineer,Middle,Python,6,1000+,74,70,0
30,Female,Cologne,Data Scientist,Senior,"Python, cloud computing",8,1000+,85,83.2,0
38,Male,Berlin,Software Engineer,Senior,Java,12,1000+,92,85,0
34,Male,City in Russia,Software Architect,Lead,Haskell,14,51-100,100,80,0
29,Male,Berlin,Frontend Developer,Senior,JavScript,8,101-1000,77.25,65,0
36,Male,Berlin,Software Engineer,Middle,JavaScript,5,101-1000,60,60,0
43,Male,Berlin,Software Engineer,Middle,Ruby,20,1000+,70,70,0
36,Male,Nuremberg,Software Engineer,Lead,Java,20,1000+,74,74,0
38,Female,Düsseldorf,Data Scientist,Middle,R,14,1000+,70,70,0
26,Male,Berlin,Backend Developer,Junior,Php,2,11-50,25,25,0
26,Male,Amsterdam,Data Scientist,Junior,Python,2,51-100,48,43,0
34,Male,Stuttgart,Software Engineer,Executive,C++,6,1000+,90,70,0
30,Male,Frankfurt,Big Data Engineer,Middle,Python,3,101-1000,65,47,0
26,Male,Berlin,Software Engineer,Middle,Python (Django),5,101-1000,69,60,0
30,Female,Stockholm,QA Engineer,Senior,Python,7,51-100,48,45.6,0
33,Female,Brunswick,Software Engineer,Middle,C++,6,1000+,58,53,0
26,Male,Berlin,Backend Developer,Senior,Go,6,1000+,70,64,0
23,Male,Dublin,Data Analyst,Senior,Python,3,1000+,49.2,44.5,0
41,Male,Rome,CTO,Executive,Python,22,51-100,50,45,0
28,Male,Berlin,ML Engineer,Junior,Python,1,up to 10,43,42,1
35,Male,Berlin,Data Scientist,Senior,Python,12,1000+,77,65,1
26,Male,Lisbon,Software Engineer,Middle,JavaScript,4,51-100,21,19,0
30,Male,Barcelona,Data Scientist,Senior,R,5,1000+,40,40,0
24,Male,Sofia,ML Engineer,Senior,Python,5,11-50,64,40,0
35,Male,Frankfurt,Manager,Executive,C,6,1000+,90,88,0
27,Male,Rome,Data Scientist,Junior,SQL,2,1000+,25.3,25.3,0
31,Male,Munich,Professor,Lead,Python,10,101-1000,80,78,0
27,Female,Munich,Backend Developer,Senior,Java,6,101-1000,85.6,75,0
29,Male,Bonn,Data Scientist,Middle,Python,2,1000+,55.2,50,0
29,Male,Berlin,AI Management,Executive,Python,6,1000+,92,75,0
34,Male,Berlin,Backend Developer,Lead,Kotlin,14,1000+,96,85,0
35,Male,Luttich,Data Scientist,Lead,Python,12,1000+,85,80,0
54,Male,Milano,Sales,Executive,Network Automation,31,11-50,110,110,0
31,Male,Berlin,Software Engineer,Senior,Kotlin,6,1000+,90,80,0
36,Male,Zurich,Backend Developer,Senior,C++,15,1000+,172,169,0
28,Male,Frankfurt,XR Developer,Lead,C#,8,11-50,25,25,0
36,Male,Hamburg,Data Scientist,Middle,Python,2,11-50,63,55,0
26,Male,Berlin,DevOps,Middle,"Kubernetes, Terraform, GCP",5,11-50,72,60,0
36,Male,Munich,DevOps,Middle,PowerShell,14,101-1000,65,58.04,0
33,Male,Berlin,Backend Developer,Senior,Python,13,51-100,83,73,0
35,Male,Berlin,Data Engineer,Senior,Java,6,11-50,200,200,0
36,Male,Berlin,Frontend Developer,Middle,JavaScript,6,101-1000,58,55,1
35,Male,Berlin,Software Engineer,Middle,"python, scala",2,1000+,50,42,0
29,Male,Berlin,Backend Developer,Senior,Java,9,51-100,75,75,1
29,Male,Berlin,DevOps,Lead,TypeScript,11,up to 10,140,140,0
32,Male,Hamburg,Backend Developer,Lead,Java,14,101-1000,80,70,0
30,Male,Berlin,Software Engineer,Senior,python,7,11-50,49,39,0
30,Male,Munich,Data Scientist,Middle,Python,2,11-50,50,45,0
30,Male,Berlin,ML Engineer,Middle,Python,6,51-100,59,54,0
30,Male,Frankfurt,Data Scientist,Middle,Python,5,11-50,52.5,52.5,0
31,Male,Berlin,Data Analyst,Senior,Sql,7,101-1000,83,75,0
28,Male,warsaw,Data Scientist,Middle,Python,3,101-1000,50,30,0
29,Male,Berlin,Data Scientist,Senior,Python,5,11-50,75,75,1
34,Male,Munich,Frontend Developer,Senior,Javascript / Typescript,5,101-1000,54,54,0
34,Male,Berlin,ML Engineer,Senior,Python,3,101-1000,70,55,0
40,Male,Mannheim,Software Engineer,Middle,C,9,1000+,88,87,0
27,Male,Cologne,Software Engineer,Junior,C++,1,11-50,45,45,0
38,Male,Munich,Product Manager,Senior,Node,12,1000+,74,71,0
32,Male,Berlin,Data Engineer,Senior,Python/SQL,7,101-1000,82,75,0
37,Male,Berlin,Data Scientist,Senior,Python,10,101-1000,82,79,0
29,Male,Karlsruhe,DevOps,Senior,"php, js, python, docker",6,11-50,64.8,58.8,0
40,Male,Hildesheim,Software Engineer,Senior,C++,16,1000+,72,70,0
39,Male,Berlin,Software Engineer,Lead,Javascript,12,1000+,82,80,0
32,Male,Vienna,DataOps Team Lead,Lead,Java,10,1000+,80,80,0
30,Male,Berlin,Software Engineer,Middle,"TypeScript, Kotlin",9,1000+,77,74,0
32,Female,Munich,Data Scientist,Senior,Python,5,1000+,80,75,0
25,Male,Hamburg,Backend Developer,Middle,Java,5,1000+,53.5,50,0
39,Male,Siegen,Software Engineer,Senior,Embedded,16,1000+,62.4,60,0
38,Male,Munich,Software Engineer,Senior,.net,16,101-1000,90,90,0
22,Male,Zürich,Product Management Praktikant,Other,Python,2,up to 10,35,30,0
32,Male,Innsbruck,Data Scientist,Senior,Python,3,1000+,62,62,0
30,Female,Munich,Frontend Developer,Senior,"JavaScript, TypeScript",9,1000+,60,51,0
34,Male,Berlin,Backend Developer,Middle,Java,10,101-1000,65.6,67,0
36,Male,Stockholm,Mobile Developer,Senior,Java,14,1000+,80,75,0
28,Female,Berlin,Data Analyst,Middle,SQL,3,101-1000,53,43,0
28,Male,Berlin,Data Scientist,Lead,"Python, SQL",6,51-100,78,78,0
35,Male,Berlin,Software Engineer,Senior,JavaScript,20,1000+,100,90,0
23,Female,Berlin,Data analyst,Junior,Sql,1,1000+,36,36,0
28,Male,Munich,Software Engineer,Junior,.NET,3,1000+,65,65,0
36,Male,Berlin,Software Engineer,Lead,Java & Distributed Systems Stuff,10,1000+,100,85,0
30,Male,Heidelberg,Software Engineer,Senior,.NET,9,1000+,60,55,0
30,Male,Heidelberg,Software Engineer,Senior,.NET,9,1000+,60,55,0
28,Male,Zurich,Software Engineer,Middle,C++,6,11-50,100,140,0
29,Male,Berlin,Frontend Developer,Middle,javascript,5,1000+,66,60,0
26,Female,Prague,Software Engineer,Middle,C#,4,1000+,64,55,0
26,Male,Berlin,Product Analyst,Middle,Python,4,1000+,55,45,0
31,Male,Munich,Software Engineer,Middle,Java,5,1000+,74,68,0
34,Female,Hildesheim,QA Engineer,Senior,QA,11,1000+,60,60,0
36,Male,Munich,Software Engineer,Executive,Java,13,101-1000,90,80,0
31,Male,Berlin,Software Engineer,Senior,Java,7,101-1000,75,75,0
36,Male,Berlin,Backend Developer,Lead,Scala,16,101-1000,120,120,0
30,Male,Berlin,Backend Developer,Middle,python,4,101-1000,58,55,0
35,Male,Berlin,Software Engineer,Middle,Kotlin,12,1000+,75,74,0
30,Male,Berlin,Software Engineer,Middle,iOS,10,101-1000,71,65,0
28,Male,Cologne,Software Engineer,Middle,Java,5,101-1000,50,50,0
42,Male,Berlin,Backend Developer,Senior,PHP,19,101-1000,66,65,0
34,Male,Berlin,Backend Developer,Senior,Kotlin,14,1000+,95,90,0
36,Female,Berlin,Data Scientist,Senior,Python,5,1000+,87,77,0
31,Male,Berlin,Software Engineer,Senior,Python,4,101-1000,68,64,0
32,Female,Munich,It Consulting,Junior,Test Management,2,1000+,54,47,0
32,Male,Berlin,Software Engineer,Lead,JavaScript,13,1000+,83,80,0
36,Male,Prefer not to say,ML Engineer,Senior,Python,6,101-1000,110,65,0
26,Male,Munich,Software Engineer,Senior,TypeScript,6,11-50,93,80,0
28,Female,Berlin,Data Scientist,Middle,Python,4,1000+,73.7,67,0
34,Male,Munich,Data Scientist,Senior,Python,10,101-1000,85,62.5,0
38,Male,Berlin,Data Scientist,Senior,Python,10,101-1000,87.55,85,0
37,Male,Berlin,Software Engineer,Senior,Java,16,101-1000,80,75,0
31,Male,Berlin,Backend Developer,Senior,NodeJS/TS,9,51-100,65,65,0
38,Male,Berlin,Backend Developer,Middle,PHP/MySQL,15,11-50,40.7,20,0
25,Male,Hamburg,ML Engineer,Middle,Python,2,11-50,60,48,0
33,Female,Berlin,Frontend Developer,Middle,"Angular, TypeScript",13,1000+,47.745,47.745,0
39,Female,Berlin,Data Scientist,Junior,python,2.5,up to 10,60,60,1
30,Female,Berlin,Software Engineer,Senior,Java,7,51-100,60,55,0
35,Male,Munich,Software Engineer,Senior,C++,14,1000+,98,90,0
31,Male,Berlin,Software Engineer,Senior,Java,4,1000+,69,65,0
25,Female,Amsterdam,Data Scientist,Middle,Python,1.5,11-50,49.85,36,0
37,Male,Berlin,Software Engineer,Middle,php,12,1000+,65,65,0
32,Male,Hamburg,ML Engineer,Middle,"Python, Whole Apache Data Science Stack, AWS",4,101-1000,37.5,34,0
35,Male,Fr,Backend Developer,Middle,Java,4,51-100,42,42,0
36,Male,Berlin,Staff Engineer,Lead,Go,15,1000+,85,80,0
32,Male,Berlin,Designer (UI/UX),Senior,Java,5,up to 10,70,65,0
22,Male,Frankfurt,Software Engineer,Junior,Java,2,1000+,45,37,1
35,Male,Berlin,Backend Developer,Senior,Php,13,1000+,68,68,0
32,Female,Berlin,Computational linguist,Middle,Java,5,11-50,50.4,50.4,0
30,Male,Hamburg,Data Scientist,Middle,Python,5,101-1000,55,55,0
40,Male,Munich,Data Engineer,Lead,SQL,15,101-1000,90,84,0
27,Female,Berlin,Data Scientist,Senior,Python,5,101-1000,75,60,0
32,Male,Berlin,Backend Developer,Senior,Node.js,10,11-50,80,72,0
33,Male,Munich,Software Engineer,Senior,Embedded C++,5,1000+,61,58,0
31,Male,Berlin,Data Engineer,Middle,Python,4,101-1000,50,45,0
32,Male,Munich,Software Engineer,Lead,Swift,10,101-1000,75,75,0
34,Male,Munich,Software Engineer,Senior,C++,10,1000+,74,72,0
29,Male,Darmstadt,Data Scientist,Middle,Python,5,101-1000,65,55,0
29,Male,Darmstadt,Data Scientist,Middle,Python,5,101-1000,65,55,0
35,Male,Frankfurt,Software Engineer,Senior,Java,10,101-1000,60,60,0
27,Male,Munich,Software Engineer,Junior,Java,2,101-1000,68,60,0
38,Male,Berlin,Full-Stack Developer,Junior,Javascript/Typescript,1,51-100,45.5,40,0
34,Male,Munich,DevOps,Middle,Java,12,101-1000,72,72,0
35,Male,Darmstadt,Data Scientist,Senior,python,4,51-100,67,60,0
35,Male,Duesseldorf,DevOps,Senior,Linux,17,1000+,85,68,0
29,Male,Berlin,DevOps,Senior,"Kuberenetes, Openstack",7,101-1000,82,78,0
35,Male,Berlin,Software Engineer,Senior,Java,15,101-1000,85,80,0
34,Male,Cologne,CTO,Lead,C#,14,11-50,84,72,0
42,Male,Hamburg,Data Scientist,Senior,Python,2,1000+,80,65,0
37,Female,Hamburg,QA Manager,Middle,java,7,101-1000,46,45,0
32,Male,Berlin,Mobile Developer,Senior,Swift,8,1000+,75,70,0
26,Female,Berlin,Mobile Developer,Middle,c++,8,101-1000,40,15,0
35,Male,Munich,Software Engineer,Executive,SQL,15,11-50,100,60,0
43,Male,Munich,Product Manager,Lead,.NET,18,1000+,115,115,0
41,Male,Munich,Software Engineer,Senior,Kotlin,15,1000+,99,99,0
33,Male,Berlin,Backend Developer,Lead,NodeJS,8,101-1000,90,85,0
44,Male,Berlin,QA Lead,Lead,"JS, Java",15,11-50,72,72,0
28,Male,Berlin,ML Engineer,Middle,"Python, Pytorch",5,up to 10,54,52,0
34,Female,Berlin,Designer (UI/UX),Senior,"PS, Sketch, React, CSS3",10,up to 10,45,45,0
28,Male,Brussels,Robotics Engineer,Middle,C++,3,up to 10,45,45,0
26,Male,Stockholm,ML Engineer,Middle,Python/NLP,2.5,1000+,60,37.5,1
39,Male,Berlin,Software Engineer,Lead,Java,15,51-100,75,65,0
32,Male,Copenhagen,Data Scientist,Senior,Python,6,up to 10,92,90,0
27,Female,Lisbon,Backend Developer,Middle,Java,3,1000+,17.5,16,0
32,Female,Berlin,Software Engineer,Middle,Javascript,2,101-1000,63,50,0
56,Male,Munich,Software Engineer,Lead,c++,30,51-100,110,90,0
30,Male,Berlin,Data Scientist,Middle,Python,4.5,51-100,60,60,0
27,Male,Munich,QA Engineer,Middle,Python,6,1000+,70,67,0
27,Male,Berlin,Data Engineer,Junior,Python,0,1000+,40,34,0
28,Male,Berlin,Frontend Developer,Middle,React.js / TypeScript,7,101-1000,62,63,0
32,Male,Berlin,Backend Developer,Senior,Scala,9,101-1000,90,87,0
32,Male,Berlin,Software Engineer,Senior,Scala,11,1000+,72.5,70,0
